ano,id_municipio,incremento
2017,2104503,1.4
2018,2104503,0.8
2019,2104503,1.2
2020,2104503,1
2002,2104552,1
2003,2104552,0.5
2004,2104552,0.7
2005,2104552,5.2
2006,2104552,1.2
2007,2104552,1.4
2008,2104552,0.5
2009,2104552,0.7
2010,2104552,0.2
2011,2104552,0.2
2012,2104552,0.1
2013,2104552,0.5
2014,2104552,0.2
2015,2104552,0
2016,2104552,0
2017,2104552,0
2018,2104552,0.1
2019,2104552,0
2020,2104552,0
2002,2104602,13.8
2003,2104602,37.5
2004,2104602,17.3
2005,2104602,35.3
2006,2104602,11.4
2007,2104602,5
2008,2104602,23.5
2009,2104602,5.6
2010,2104602,7.1
2011,2104602,7.1
2012,2104602,6.9
2013,2104602,7.8
2014,2104602,5.7
2015,2104602,4.3
2016,2104602,5.4
2017,2104602,7.4
2018,2104602,10.4
2019,2104602,13.1
2020,2104602,4.4
2002,2104628,9.1
2003,2104628,13.6
2004,2104628,11.2
2005,2104628,22.2
2006,2104628,5.8
2007,2104628,4.4
2008,2104628,17.6
2009,2104628,4.1
2010,2104628,8.7
2011,2104628,4
2012,2104628,8.5
2013,2104628,6
2014,2104628,8.6
2015,2104628,3.6
2016,2104628,3.1
2017,2104628,5.3
2018,2104628,5.3
2019,2104628,6
2020,2104628,5.7
2002,2104651,0.4
2003,2104651,0
2004,2104651,0.8
2005,2104651,0.3
2006,2104651,0
2007,2104651,0
2008,2104651,0
2009,2104651,1
2010,2104651,0.2
2011,2104651,0.3
2012,2104651,0
2013,2104651,0.1
2014,2104651,0.1
2015,2104651,0
2016,2104651,0.1
2017,2104651,0
2018,2104651,0
2019,2104651,0
2020,2104651,0
2002,2104677,0
2003,2104677,40.7
2004,2104677,0
2005,2104677,2.1
2006,2104677,4.3
2007,2104677,0
2008,2104677,0.1
2009,2104677,1.2
2010,2104677,0.2
2011,2104677,0.3
2012,2104677,0
2013,2104677,0
2014,2104677,0
2015,2104677,0.5
2016,2104677,0
2017,2104677,0.1
2018,2104677,0
2019,2104677,0
2020,2104677,0.1
2002,2104701,9
2003,2104701,20.9
2004,2104701,10.3
2005,2104701,13.3
2006,2104701,1.2
2007,2104701,1.1
2008,2104701,12.1
2009,2104701,3.5
2010,2104701,4.5
2011,2104701,3.3
2012,2104701,5.4
2013,2104701,1.9
2014,2104701,2.2
2015,2104701,1.3
2016,2104701,1
2017,2104701,1.5
2018,2104701,4.4
2019,2104701,1.9
2020,2104701,0.8
2002,2104800,79
2003,2104800,20.5
2004,2104800,31.7
2005,2104800,32.9
2006,2104800,31.6
2007,2104800,73.1
2008,2104800,56
2009,2104800,58.5
2010,2104800,90
2011,2104800,50.5
2012,2104800,43
2013,2104800,23.1
2014,2104800,22.3
2015,2104800,11.2
2016,2104800,8.8
2017,2104800,9.1
2018,2104800,6.7
2019,2104800,8.4
2020,2104800,8.5
2002,2104909,19.3
2003,2104909,1.6
2004,2104909,0.1
2005,2104909,0
2006,2104909,0
2007,2104909,0.4
2008,2104909,1.2
2009,2104909,0.4
2010,2104909,0
2011,2104909,0
2012,2104909,0
2013,2104909,0
2014,2104909,0
2015,2104909,0
2016,2104909,0
2017,2104909,0
2018,2104909,0
2019,2104909,0
2020,2104909,0
2002,2105153,1.9
2003,2105153,1.9
2004,2105153,0.6
2005,2105153,0
2006,2105153,2.5
2007,2105153,1.6
2008,2105153,1.4
2009,2105153,0.2
2010,2105153,0.1
2011,2105153,0.2
2012,2105153,0.4
2013,2105153,0.6
2014,2105153,0.2
2015,2105153,0
2016,2105153,0.1
2017,2105153,0.5
2018,2105153,0
2019,2105153,0.3
2020,2105153,0.5
2002,2105203,0
2003,2105203,0
2004,2105203,0
2005,2105203,0
2006,2105203,0
2007,2105203,0
2008,2105203,0
2009,2105203,0
2010,2105203,0
2011,2105203,0
2012,2105203,0
2013,2105203,0
2014,2105203,0
2015,2105203,0
2016,2105203,0
2017,2105203,0
2018,2105203,0
2019,2105203,0
2020,2105203,0
2002,2105302,0
2003,2105302,0
2004,2105302,1.6
2005,2105302,4.9
2006,2105302,5.7
2007,2105302,2.3
2008,2105302,4
2009,2105302,3.4
2010,2105302,0.3
2011,2105302,0.9
2012,2105302,1
2013,2105302,0.2
2014,2105302,0.5
2015,2105302,0.3
2016,2105302,0.2
2017,2105302,0.2
2018,2105302,1.3
2019,2105302,0.3
2020,2105302,0
2002,2105351,39.1
2003,2105351,0.5
2004,2105351,1.8
2005,2105351,0.3
2006,2105351,2.3
2007,2105351,7.4
2008,2105351,5.1
2009,2105351,4.2
2010,2105351,6.4
2011,2105351,1.3
2012,2105351,2.7
2013,2105351,0.3
2014,2105351,2.4
2015,2105351,0.3
2016,2105351,0.5
2017,2105351,1.8
2018,2105351,0
2019,2105351,0.9
2020,2105351,1.1
2002,2105401,10.4
2003,2105401,8.2
2004,2105401,13.7
2005,2105401,24.8
2006,2105401,5.6
2007,2105401,2.9
2008,2105401,85.4
2009,2105401,3.9
2010,2105401,23.1
2011,2105401,6.3
2012,2105401,3
2013,2105401,6.6
2014,2105401,3
2015,2105401,1.1
2016,2105401,1.6
2017,2105401,2.4
2018,2105401,1.8
2019,2105401,3.8
2020,2105401,3.6
2002,2105427,55.9
2003,2105427,25.9
2004,2105427,122.9
2005,2105427,73
2006,2105427,35.7
2007,2105427,11.3
2008,2105427,74.7
2009,2105427,38.4
2010,2105427,11.6
2011,2105427,4.4
2012,2105427,6
2013,2105427,20.4
2014,2105427,0.3
2015,2105427,6.8
2016,2105427,19.5
2017,2105427,5.9
2018,2105427,9.1
2019,2105427,16.8
2020,2105427,23.1
2002,2105450,5.6
2003,2105450,9.5
2004,2105450,9
2005,2105450,26.3
2006,2105450,3.9
2007,2105450,8.5
2008,2105450,20.7
2009,2105450,2.1
2010,2105450,4.2
2011,2105450,1.1
2012,2105450,2.6
2013,2105450,5.4
2014,2105450,1.5
2015,2105450,1.7
2016,2105450,1.9
2017,2105450,1.1
2018,2105450,2.4
2019,2105450,1.4
2020,2105450,0.7
2002,2105476,57.9
2003,2105476,2.5
2004,2105476,7.6
2005,2105476,2.3
2006,2105476,7.5
2007,2105476,8.4
2008,2105476,7.1
2009,2105476,8.1
2010,2105476,12.7
2011,2105476,3.5
2012,2105476,5.3
2013,2105476,3.5
2014,2105476,2.2
2015,2105476,2.6
2016,2105476,3.5
2017,2105476,0.7
2018,2105476,0.5
2019,2105476,1.2
2020,2105476,0.3
2002,2105500,2.2
2003,2105500,0.3
2004,2105500,3.8
2005,2105500,6.3
2006,2105500,1.8
2007,2105500,2.1
2008,2105500,5.9
2009,2105500,3.2
2010,2105500,0.2
2011,2105500,1.1
2012,2105500,0.5
2013,2105500,0
2014,2105500,0.7
2015,2105500,0.5
2016,2105500,0.7
2017,2105500,1.9
2018,2105500,0.3
2019,2105500,0.1
2020,2105500,1.8
2002,2105609,4
2003,2105609,20.6
2004,2105609,8.9
2005,2105609,19.3
2006,2105609,0.8
2007,2105609,0.8
2008,2105609,4.3
2009,2105609,2.5
2010,2105609,1.7
2011,2105609,0.6
2012,2105609,1.4
2013,2105609,1
2014,2105609,1.6
2015,2105609,1.9
2016,2105609,1
2017,2105609,1.4
2018,2105609,0.3
2019,2105609,0.6
2020,2105609,0.6
2002,2105658,0
2003,2105658,11.3
2004,2105658,0
2005,2105658,0.3
2006,2105658,1.3
2007,2105658,0
2008,2105658,0
2009,2105658,0.3
2010,2105658,1
2011,2105658,0.5
2012,2105658,0
2013,2105658,0
2014,2105658,0.1
2015,2105658,0.1
2016,2105658,0.2
2017,2105658,0.1
2018,2105658,0
2019,2105658,0.4
2020,2105658,0
2002,2105708,1.9
2003,2105708,0
2004,2105708,0
2005,2105708,0
2006,2105708,0
2007,2105708,0
2008,2105708,0
2009,2105708,0
2010,2105708,0.1
2011,2105708,0
2012,2105708,0
2013,2105708,0
2014,2105708,0
2015,2105708,0
2016,2105708,0
2017,2105708,0
2018,2105708,0
2019,2105708,0
2020,2105708,0
2002,2105807,0
2003,2105807,0
2004,2105807,0
2005,2105807,0
2006,2105807,0
2007,2105807,0
2008,2105807,0
2009,2105807,0
2010,2105807,0
2011,2105807,0
2012,2105807,0
2013,2105807,0
2014,2105807,0
2015,2105807,0
2016,2105807,0
2017,2105807,0
2018,2105807,0
2019,2105807,0
2020,2105807,0
2002,2105906,0
2003,2105906,0
2004,2105906,0
2005,2105906,0
2006,2105906,0
2007,2105906,0
2008,2105906,0
2009,2105906,0
2010,2105906,0
2011,2105906,0
2012,2105906,0
2013,2105906,0
2014,2105906,0
2015,2105906,0
2016,2105906,0
2017,2105906,0
2018,2105906,0
2019,2105906,0
2020,2105906,0
2002,2105948,0
2003,2105948,0
2004,2105948,0
2005,2105948,0
2006,2105948,0
2007,2105948,0
2008,2105948,0
2009,2105948,0
2010,2105948,0
2011,2105948,0
2012,2105948,0
2013,2105948,0
2014,2105948,0
2015,2105948,0
2016,2105948,0
2017,2105948,0
2018,2105948,0
2019,2105948,0
2020,2105948,0
2002,2105963,29.1
2003,2105963,0.7
2004,2105963,0.6
2005,2105963,0.2
2006,2105963,0.2
2007,2105963,2.1
2008,2105963,3.2
2009,2105963,1.8
2010,2105963,0.9
2011,2105963,0.7
2012,2105963,1.9
2013,2105963,0.3
2014,2105963,0.8
2015,2105963,0.4
2016,2105963,0.8
2017,2105963,0.6
2018,2105963,0
2019,2105963,0.1
2020,2105963,0.4
2002,2105989,0.2
2003,2105989,2
2004,2105989,0.3
2005,2105989,10.3
2006,2105989,0.4
2007,2105989,0
2008,2105989,0.6
2009,2105989,0.5
2010,2105989,0.4
2011,2105989,0.6
2012,2105989,0.3
2013,2105989,0.1
2014,2105989,0.2
2015,2105989,0.8
2016,2105989,0.1
2017,2105989,0.3
2018,2105989,0.3
2019,2105989,1
2020,2105989,0.3
2002,2106003,0
2003,2106003,0
2004,2106003,0
2005,2106003,0
2006,2106003,0
2007,2106003,0
2008,2106003,0
2009,2106003,5.5
2010,2106003,0
2011,2106003,0
2012,2106003,0
2013,2106003,0
2014,2106003,0.2
2015,2106003,0.1
2016,2106003,0.1
2017,2106003,0.4
2018,2106003,0
2019,2106003,0.4
2020,2106003,0.4
2002,2106201,0
2003,2106201,21.4
2004,2106201,0
2005,2106201,0.6
2006,2106201,2
2007,2106201,0
2008,2106201,0.9
2009,2106201,0.9
2010,2106201,2
2011,2106201,1.3
2012,2106201,0.2
2013,2106201,0.5
2014,2106201,0.7
2015,2106201,0.4
2016,2106201,0
2017,2106201,1.1
2018,2106201,0.7
2019,2106201,2.5
2020,2106201,0.9
2002,2106326,0
2003,2106326,18.7
2004,2106326,0
2005,2106326,0.7
2006,2106326,1.9
2007,2106326,0
2008,2106326,0
2009,2106326,0.9
2010,2106326,1.7
2011,2106326,0.3
2012,2106326,0
2013,2106326,0
2014,2106326,0.4
2015,2106326,0.6
2016,2106326,0.1
2017,2106326,1.6
2018,2106326,0.2
2019,2106326,0.6
2020,2106326,0.3
2002,2106359,23.4
2003,2106359,6.1
2004,2106359,2
2005,2106359,0
2006,2106359,1.4
2007,2106359,1.9
2008,2106359,16.9
2009,2106359,3.7
2010,2106359,3.4
2011,2106359,3.2
2012,2106359,3.2
2013,2106359,0.7
2014,2106359,2.3
2015,2106359,0.6
2016,2106359,2.4
2017,2106359,4
2018,2106359,0.8
2019,2106359,3.8
2020,2106359,7.6
2002,2106375,9.3
2003,2106375,1.3
2004,2106375,2.3
2005,2106375,1.6
2006,2106375,0.5
2007,2106375,0
2008,2106375,0
2009,2106375,2.7
2010,2106375,0.5
2011,2106375,0.6
2012,2106375,0
2013,2106375,0.3
2014,2106375,0.5
2015,2106375,0
2016,2106375,0.3
2017,2106375,0.1
2018,2106375,0
2019,2106375,0.1
2020,2106375,0
2002,2106508,0.2
2003,2106508,0.5
2004,2106508,0.2
2005,2106508,0
2006,2106508,0.1
2007,2106508,0.8
2008,2106508,0.5
2009,2106508,0
2010,2106508,0.1
2011,2106508,0.5
2012,2106508,0
2013,2106508,0.3
2014,2106508,0.1
2015,2106508,0
2016,2106508,0
2017,2106508,0
2018,2106508,0
2019,2106508,0
2020,2106508,0.1
2002,2106631,3.6
2003,2106631,1
2004,2106631,1.8
2005,2106631,0.9
2006,2106631,5.7
2007,2106631,0.5
2008,2106631,5.5
2009,2106631,10.5
2010,2106631,2.5
2011,2106631,0.2
2012,2106631,1.3
2013,2106631,0.1
2014,2106631,2.2
2015,2106631,1.8
2016,2106631,1.1
2017,2106631,0.7
2018,2106631,0.3
2019,2106631,1.5
2020,2106631,1.8
2002,2106755,11.6
2003,2106755,3.9
2004,2106755,8
2005,2106755,4.3
2006,2106755,15.4
2007,2106755,1.3
2008,2106755,15.1
2009,2106755,0.8
2010,2106755,3.2
2011,2106755,1.1
2012,2106755,0.3
2013,2106755,1.1
2014,2106755,0.5
2015,2106755,0.3
2016,2106755,1.1
2017,2106755,1.9
2018,2106755,0.4
2019,2106755,1.9
2020,2106755,2.2
2002,2106805,0.7
2003,2106805,1.8
2004,2106805,0
2005,2106805,0
2006,2106805,0.1
2007,2106805,0
2008,2106805,0
2009,2106805,0
2010,2106805,0
2011,2106805,0
2012,2106805,0
2013,2106805,0.1
2014,2106805,0
2015,2106805,0
2016,2106805,0
2017,2106805,0
2018,2106805,0
2019,2106805,0.2
2020,2106805,0
2002,2106904,15.3
2003,2106904,2.5
2004,2106904,12.9
2005,2106904,3.6
2006,2106904,10.1
2007,2106904,18.5
2008,2106904,14.1
2009,2106904,3.6
2010,2106904,1.6
2011,2106904,2.5
2012,2106904,1.3
2013,2106904,2.8
2014,2106904,1
2015,2106904,0.2
2016,2106904,0.7
2017,2106904,2.4
2018,2106904,0.2
2019,2106904,1.2
2020,2106904,5.4
2002,2107001,0.7
2003,2107001,1.8
2004,2107001,0.2
2005,2107001,5.5
2006,2107001,0.5
2007,2107001,1
2008,2107001,1.8
2009,2107001,2.7
2010,2107001,0.8
2011,2107001,0.8
2012,2107001,0.4
2013,2107001,0.2
2014,2107001,1.2
2015,2107001,0.3
2016,2107001,0.5
2017,2107001,0.3
2018,2107001,1.2
2019,2107001,2.2
2020,2107001,0.1
2002,2107357,3.5
2003,2107357,0.2
2004,2107357,2
2005,2107357,5.7
2006,2107357,0.8
2007,2107357,0.6
2008,2107357,2.2
2009,2107357,16
2010,2107357,3.4
2011,2107357,4.2
2012,2107357,1.3
2013,2107357,12.2
2014,2107357,1.8
2015,2107357,3.7
2016,2107357,0.5
2017,2107357,0.1
2018,2107357,0.1
2019,2107357,0.1
2020,2107357,9.5
2002,2107407,0
2003,2107407,0
2004,2107407,0
2005,2107407,0
2006,2107407,0
2007,2107407,0
2008,2107407,0
2009,2107407,0
2010,2107407,0
2011,2107407,0
2012,2107407,0
2013,2107407,0
2014,2107407,0
2015,2107407,0
2016,2107407,0
2017,2107407,0
2018,2107407,0
2019,2107407,0
2020,2107407,0
2002,2107456,0.1
2003,2107456,0
2004,2107456,0
2005,2107456,0
2006,2107456,0
2007,2107456,0
2008,2107456,0
2009,2107456,0
2010,2107456,0
2011,2107456,0
2012,2107456,0
2013,2107456,0
2014,2107456,0
2015,2107456,0
2016,2107456,0
2017,2107456,0
2018,2107456,0
2019,2107456,0
2020,2107456,0
2002,2107506,22.3
2003,2107506,2.5
2004,2107506,4.8
2005,2107506,4.8
2006,2107506,0.7
2007,2107506,0.5
2008,2107506,3.3
2009,2107506,0.4
2010,2107506,0.3
2011,2107506,0.9
2012,2107506,2.1
2013,2107506,0.2
2014,2107506,1.4
2015,2107506,1
2016,2107506,0.2
2017,2107506,0.2
2018,2107506,0.1
2019,2107506,0.3
2020,2107506,1.1
2002,2107605,0.1
2003,2107605,0.2
2004,2107605,0.1
2005,2107605,0
2006,2107605,0
2007,2107605,0.4
2008,2107605,0.1
2009,2107605,0.1
2010,2107605,0.1
2011,2107605,0.1
2012,2107605,0
2013,2107605,0
2014,2107605,0.1
2015,2107605,0
2016,2107605,0
2017,2107605,0.3
2018,2107605,0
2019,2107605,0
2020,2107605,0
2002,2108108,0
2003,2108108,0
2004,2108108,0
2005,2108108,0
2006,2108108,0
2007,2108108,0
2008,2108108,0
2009,2108108,0
2010,2108108,0
2011,2108108,0
2012,2108108,0
2013,2108108,0
2014,2108108,0
2015,2108108,0
2016,2108108,0
2017,2108108,0
2018,2108108,0
2019,2108108,0
2020,2108108,0
2002,2108207,0
2003,2108207,0
2004,2108207,0
2005,2108207,0
2006,2108207,0
2007,2108207,0
2008,2108207,0
2009,2108207,0.8
2010,2108207,0
2011,2108207,0
2012,2108207,0
2013,2108207,0
2014,2108207,0.2
2015,2108207,0
2016,2108207,0
2017,2108207,0
2018,2108207,0
2019,2108207,0
2020,2108207,0
2002,2108256,8.8
2003,2108256,2.5
2004,2108256,3.1
2005,2108256,0
2006,2108256,1.4
2007,2108256,4.3
2008,2108256,3.9
2009,2108256,1.9
2010,2108256,0.2
2011,2108256,1
2012,2108256,0
2013,2108256,0.9
2014,2108256,0
2015,2108256,0.7
2016,2108256,0.9
2017,2108256,1.6
2018,2108256,0
2019,2108256,0.3
2020,2108256,2.8
2002,2108306,5.2
2003,2108306,1.5
2004,2108306,4.2
2005,2108306,1.9
2006,2108306,2.9
2007,2108306,5
2008,2108306,2.9
2009,2108306,0.1
2010,2108306,0.1
2011,2108306,1.5
2012,2108306,0.2
2013,2108306,1.5
2014,2108306,0.2
2015,2108306,0.2
2016,2108306,0.5
2017,2108306,1
2018,2108306,0.2
2019,2108306,0.5
2020,2108306,1.7
2002,2108405,0.4
2003,2108405,0.1
2004,2108405,0.8
2005,2108405,0
2006,2108405,0
2007,2108405,0.5
2008,2108405,1.2
2009,2108405,0.1
2010,2108405,0
2011,2108405,0.1
2012,2108405,0
2013,2108405,0
2014,2108405,0.2
2015,2108405,0
2016,2108405,0
2017,2108405,0
2018,2108405,0
2019,2108405,0
2020,2108405,0.7
2002,2108454,0
2003,2108454,0
2004,2108454,0
2005,2108454,0
2006,2108454,0
2007,2108454,0
2008,2108454,0
2009,2108454,21.2
2010,2108454,0
2011,2108454,0
2012,2108454,0
2013,2108454,0
2014,2108454,0.7
2015,2108454,1.3
2016,2108454,1
2017,2108454,0.1
2018,2108454,0.2
2019,2108454,0.2
2020,2108454,0.4
2002,2108504,0
2003,2108504,0
2004,2108504,0
2005,2108504,0
2006,2108504,0
2007,2108504,0
2008,2108504,0
2009,2108504,0
2010,2108504,0
2011,2108504,0
2012,2108504,0
2013,2108504,0
2014,2108504,0
2015,2108504,0
2016,2108504,0
2017,2108504,0
2018,2108504,0
2019,2108504,0
2020,2108504,0
2002,2108603,0.5
2003,2108603,1.8
2004,2108603,2
2005,2108603,0.4
2006,2108603,1.9
2007,2108603,6.6
2008,2108603,4.1
2009,2108603,1.1
2010,2108603,0.5
2011,2108603,1.8
2012,2108603,0
2013,2108603,1.2
2014,2108603,0.7
2015,2108603,0.4
2016,2108603,0.1
2017,2108603,1.8
2018,2108603,0.1
2019,2108603,1
2020,2108603,4.1
2002,2108702,0
2003,2108702,0
2004,2108702,0
2005,2108702,0
2006,2108702,0
2007,2108702,0
2008,2108702,0
2009,2108702,0
2010,2108702,0
2011,2108702,0
2012,2108702,0
2013,2108702,0
2014,2108702,0
2015,2108702,0
2016,2108702,0
2017,2108702,0
2018,2108702,0
2019,2108702,0
2020,2108702,0
2002,2108801,0
2003,2108801,0
2004,2108801,0
2005,2108801,0
2006,2108801,0
2007,2108801,0
2008,2108801,0
2009,2108801,31.7
2010,2108801,0
2011,2108801,0
2012,2108801,0
2013,2108801,0
2014,2108801,0.3
2015,2108801,0.6
2016,2108801,0.1
2017,2108801,0.5
2018,2108801,0.3
2019,2108801,1.5
2020,2108801,1
2002,2108900,0
2003,2108900,0
2004,2108900,0
2005,2108900,0
2006,2108900,0
2007,2108900,0
2008,2108900,0
2009,2108900,0.9
2010,2108900,0
2011,2108900,0
2012,2108900,0
2013,2108900,0
2014,2108900,0
2015,2108900,0
2016,2108900,0
2017,2108900,0
2018,2108900,0
2019,2108900,0
2020,2108900,0
2002,2109007,1.6
2003,2109007,1.5
2004,2109007,0.9
2005,2109007,22.4
2006,2109007,0.3
2007,2109007,1.8
2008,2109007,2.5
2009,2109007,2.2
2010,2109007,0.8
2011,2109007,1.4
2012,2109007,2.5
2013,2109007,0.8
2014,2109007,1.5
2015,2109007,2
2016,2109007,1.9
2017,2109007,1.6
2018,2109007,0.8
2019,2109007,1.1
2020,2109007,0.3
2002,2109056,4.5
2003,2109056,0.2
2004,2109056,0
2005,2109056,0
2006,2109056,0
2007,2109056,0
2008,2109056,0
2009,2109056,0.1
2010,2109056,0
2011,2109056,0
2012,2109056,0
2013,2109056,0
2014,2109056,0
2015,2109056,0
2016,2109056,0
2017,2109056,0
2018,2109056,0
2019,2109056,0
2020,2109056,0
2002,2109106,3.8
2003,2109106,21.4
2004,2109106,10.5
2005,2109106,17.4
2006,2109106,1.7
2007,2109106,2.6
2008,2109106,5.5
2009,2109106,1.9
2010,2109106,2.5
2011,2109106,1
2012,2109106,3.5
2013,2109106,1.9
2014,2109106,1.2
2015,2109106,2.2
2016,2109106,1.7
2017,2109106,1
2018,2109106,0.6
2019,2109106,1.2
2020,2109106,1.5
2002,2109205,5
2003,2109205,0.4
2004,2109205,0.7
2005,2109205,3.3
2006,2109205,0.8
2007,2109205,0.3
2008,2109205,17.1
2009,2109205,0
2010,2109205,4
2011,2109205,3
2012,2109205,0.7
2013,2109205,2.3
2014,2109205,0.6
2015,2109205,0.4
2016,2109205,1
2017,2109205,1.3
2018,2109205,0.5
2019,2109205,0.3
2020,2109205,0.5
2002,2109239,0
2003,2109239,1.8
2004,2109239,0.1
2005,2109239,0
2006,2109239,0
2007,2109239,0
2008,2109239,0
2009,2109239,0
2010,2109239,0
2011,2109239,0.2
2012,2109239,0
2013,2109239,0
2014,2109239,0
2015,2109239,0
2016,2109239,0
2017,2109239,0
2018,2109239,0
2019,2109239,0
2020,2109239,0
2002,2109270,0.9
2003,2109270,3.1
2004,2109270,1.6
2005,2109270,0.3
2006,2109270,2.4
2007,2109270,2.8
2008,2109270,8.2
2009,2109270,1.6
2010,2109270,0.5
2011,2109270,3.6
2012,2109270,0.1
2013,2109270,0.6
2014,2109270,0.2
2015,2109270,0
2016,2109270,0.2
2017,2109270,2
2018,2109270,0.2
2019,2109270,0.3
2020,2109270,5
2002,2109452,6.9
2003,2109452,0.1
2004,2109452,2.1
2005,2109452,0.1
2006,2109452,1.3
2007,2109452,0.1
2008,2109452,0.1
2009,2109452,0
2010,2109452,0
2011,2109452,0
2012,2109452,0.1
2013,2109452,0.1
2014,2109452,0.1
2015,2109452,0
2016,2109452,0
2017,2109452,0
2018,2109452,0
2019,2109452,0
2020,2109452,0.1
2002,2109551,0
2003,2109551,0.7
2004,2109551,3.5
2005,2109551,13.7
2006,2109551,0.5
2007,2109551,0.6
2008,2109551,1.1
2009,2109551,0.5
2010,2109551,0.8
2011,2109551,0.5
2012,2109551,0.5
2013,2109551,0.3
2014,2109551,0.2
2015,2109551,0.1
2016,2109551,6.4
2017,2109551,1.3
2018,2109551,0.5
2019,2109551,0.4
2020,2109551,0.8
2002,2109601,10.8
2003,2109601,1.1
2004,2109601,1.1
2005,2109601,8.2
2006,2109601,1
2007,2109601,0.3
2008,2109601,12.2
2009,2109601,0.1
2010,2109601,3.4
2011,2109601,2.3
2012,2109601,1.1
2013,2109601,2.6
2014,2109601,1.2
2015,2109601,0.9
2016,2109601,0.1
2017,2109601,0.4
2018,2109601,1.2
2019,2109601,0.2
2020,2109601,2
2002,2109759,1.4
2003,2109759,3.2
2004,2109759,2
2005,2109759,4.1
2006,2109759,0.3
2007,2109759,0.7
2008,2109759,1.5
2009,2109759,0.6
2010,2109759,0.4
2011,2109759,0.5
2012,2109759,0.3
2013,2109759,0.2
2014,2109759,0.1
2015,2109759,0
2016,2109759,0.1
2017,2109759,0.1
2018,2109759,0.3
2019,2109759,0.3
2020,2109759,0
2002,2109809,0.4
2003,2109809,7.5
2004,2109809,3.3
2005,2109809,0.1
2006,2109809,10.3
2007,2109809,4.6
2008,2109809,9.2
2009,2109809,1.7
2010,2109809,3.4
2011,2109809,3.9
2012,2109809,0.2
2013,2109809,2.1
2014,2109809,1.8
2015,2109809,0.1
2016,2109809,0.8
2017,2109809,2.1
2018,2109809,0.2
2019,2109809,0.6
2020,2109809,12.6
2002,2109908,0
2003,2109908,0
2004,2109908,0
2005,2109908,0
2006,2109908,0
2007,2109908,0
2008,2109908,0
2009,2109908,0
2010,2109908,0
2011,2109908,0
2012,2109908,0
2013,2109908,0
2014,2109908,0
2015,2109908,0
2016,2109908,0
2017,2109908,0
2018,2109908,0
2019,2109908,0
2020,2109908,0
2002,2110005,123.8
2003,2110005,24.8
2004,2110005,27.4
2005,2110005,4.4
2006,2110005,8.4
2007,2110005,27.2
2008,2110005,50.3
2009,2110005,19.1
2010,2110005,7.5
2011,2110005,6.9
2012,2110005,3.1
2013,2110005,1
2014,2110005,4.2
2015,2110005,1.7
2016,2110005,10.9
2017,2110005,6.6
2018,2110005,3.7
2019,2110005,10.2
2020,2110005,14.9
2002,2110039,0
2003,2110039,2.4
2004,2110039,0.1
2005,2110039,0
2006,2110039,0.7
2007,2110039,0.2
2008,2110039,0.3
2009,2110039,0.2
2010,2110039,0.2
2011,2110039,0.2
2012,2110039,0
2013,2110039,0
2014,2110039,0.2
2015,2110039,0
2016,2110039,0
2017,2110039,0.1
2018,2110039,0
2019,2110039,0
2020,2110039,1
2002,2110203,2.7
2003,2110203,4
2004,2110203,6.9
2005,2110203,16.4
2006,2110203,3.2
2007,2110203,3.6
2008,2110203,21.7
2009,2110203,0.1
2010,2110203,8.7
2011,2110203,1.7
2012,2110203,2.2
2013,2110203,3.1
2014,2110203,2.1
2015,2110203,2.2
2016,2110203,2.1
2017,2110203,2.4
2018,2110203,1.9
2019,2110203,1
2020,2110203,4.5
2002,2110302,0
2003,2110302,0
2004,2110302,0
2005,2110302,0
2006,2110302,0
2007,2110302,0
2008,2110302,0
2009,2110302,11
2010,2110302,0
2011,2110302,0
2012,2110302,0
2013,2110302,0
2014,2110302,0
2015,2110302,0.7
2016,2110302,1.1
2017,2110302,0.7
2018,2110302,0.1
2019,2110302,1.1
2020,2110302,0.1
2002,2110500,0
2003,2110500,0
2004,2110500,0
2005,2110500,0
2006,2110500,0
2007,2110500,0
2008,2110500,0
2009,2110500,0
2010,2110500,0
2011,2110500,0
2012,2110500,0
2013,2110500,0
2014,2110500,0
2015,2110500,0
2016,2110500,0
2017,2110500,0
2018,2110500,0
2019,2110500,0
2020,2110500,0.1
2002,2110708,27.7
2003,2110708,69.2
2004,2110708,37.1
2005,2110708,47.7
2006,2110708,10.2
2007,2110708,13.5
2008,2110708,33.4
2009,2110708,10.2
2010,2110708,18.3
2011,2110708,7.5
2012,2110708,19.8
2013,2110708,14.6
2014,2110708,12.4
2015,2110708,8.8
2016,2110708,6.3
2017,2110708,12.6
2018,2110708,9.3
2019,2110708,6.1
2020,2110708,5.9
2002,2110856,0.3
2003,2110856,0
2004,2110856,2.9
2005,2110856,2.6
2006,2110856,3.9
2007,2110856,2.8
2008,2110856,2.4
2009,2110856,1.6
2010,2110856,0.3
2011,2110856,1.2
2012,2110856,0.6
2013,2110856,0
2014,2110856,1.1
2015,2110856,0.9
2016,2110856,0.3
2017,2110856,0.4
2018,2110856,0.3
2019,2110856,0.3
2020,2110856,0.7
2002,2111003,0
2003,2111003,0
2004,2111003,0
2005,2111003,0
2006,2111003,0
2007,2111003,0
2008,2111003,0
2009,2111003,0
2010,2111003,0
2011,2111003,0
2012,2111003,0
2013,2111003,0
2014,2111003,0
2015,2111003,0
2016,2111003,0
2017,2111003,0
2018,2111003,0
2019,2111003,0
2020,2111003,0
2002,2111029,4.1
